ticker,company_name,skip,category,monthly_page_url,adapter_note,updated_at,css_selector,link_text_pattern,link_href_pattern,type,format
4641,アルプス技研,False,active,https://www.alpsgiken.co.jp/ir/financial/kado.html,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,,html_table,v2
4659,エイジス,False,active,http://www.ajis-group.co.jp/ir/monthly/,eIRシステム（動的ロード）。URL: http://www.ajis-group.co.jp/ir/monthly/,2026-03-16T20:26:36+09:00,,,,eir_api,v2
4666,パーク24,False,active,http://www.park24.co.jp/ir/financial/monthly.html,eIRシステム（動的ロード）。URL: http://www.park24.co.jp/ir/financial/monthly.html,2026-03-16T20:26:36+09:00,,月次,.*\.(pdf|xlsx|xls),scrape_links,v2
4679,田谷,False,active,https://www.taya.co.jp/ir/library/monthly.html,月次PDFリンク1件検出 best=https://contents.xj-storage.jp/xcontents/AS03932/d5e28261/6407/4c7e/85b8/b81fc2362cc7/20260408161554819s.pdf,2026-04-21,,,.*\.(pdf|xlsx|xls),scrape_links,v2
4680,ラウンドワン,True,tdnet_migrated,https://www.round1.co.jp/ir/monthly/,TDnet 経由に移行 (2026-04-24): 自社 IR 月次ページ不在のため,2026-04-24,,,.*\.(pdf|xlsx|xls),,v2
4732,ユー・エス・エス,False,active,http://www.ussnet.co.jp/ir/library/monthly/,自動生成。ページ: http://www.ussnet.co.jp/ir/library/monthly/ / リンク11件検出,2026-03-16,,,/ir/item.*\.(pdf),scrape_links,v2
4755,楽天グループ,True,error,https://www.rakuten-bank.co.jp/corp/pdf/QA-260209_JP.pdf,"error: Page.goto: Download is starting
Call log:
  - navigating to ""https://www.rakuten-bank.co.jp/corp/pdf/QA-260209_JP.pdf"", waiting until ""load""
",2026-04-21,,,/investors/assets/doc/documents.*\.(pdf|xlsx),,v2
4839,ＷＯＷＯＷ,False,active,https://corporate.wowow.co.jp/ir/finance/subscriptions/,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,,html_table,v2
4889,,True,excluded,,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
4890,,True,excluded,,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
5025,マーキュリー,True,excluded,https://mcury.jp/ir/,excluded (2026-04-24): 月次開示無し,2026-04-24,,,,,v2
5259,ＢＢＤイニシアティブ,True,excluded,https://www.bbdi.co.jp/ir/library.html,ddg_search: 2023 年 3 月度グループ SaaS 主要 KPI 月次進捗のお知らせ - 東証,2026-04-05T14:21:39.316244+09:00,,,,,v2
5580,(株)プロディライト,True,skip,https://note.prodelight.co.jp/n/n346347b5e89f,ddg_search: プロディライト---2026年2月度主要KPI、INNOVERA・IP-Line ...,2026-04-05T14:21:39.418643+09:00,,,,,v2
5589,オートサーバー,True,skip,https://www.autoserver.co.jp/ir/,no_links_confirmed,2026-03-17T19:48:07.020634+09:00,,,,,v2
5888,DAIWA CYCLE,False,active,https://www.daiwa-cycle.co.jp/ir/,eIRシステム（動的ロード）。URL: https://www.daiwa-cycle.co.jp/ir/,2026-03-16T19:13:46+09:00,,,,eir_api,v2
5891,(株)魁力屋,False,active,https://corp.kairikiya.co.jp/ir/monthly/,eIRシステム（動的ロード）。URL: https://corp.kairikiya.co.jp/ir/monthly/,2026-03-16T19:13:46+09:00,,,,eir_api,v2
5938,ＬＩＸＩＬ,False,active,https://www.lixil.com/jp/investor/financial/monthly.html,eIRシステム（動的ロード）。URL: https://www.lixil.com/jp/investor/financial/monthly.html,2026-03-16T20:26:36+09:00,,,,eir_api,v2
6030,アドベンチャー,True,excluded,https://jp.adventurekk.com/ir/,no_links_confirmed,2026-03-25T04:35:03.722284+09:00,,,,,v2
6071,IBJ,False,active,http://www.ibjapan.jp/,月次ページ発見（サブページ）: http://www.ibjapan.jp/,2026-03-17T19:48:41.149318+09:00,,,,scrape_links,v2
6073,アサンテ,False,active,https://www.asante.co.jp/ir/,月次PDFリンク3件検出 best=https://contents.xj-storage.jp/xcontents/60730/24b60b42/93f4/450d/9d20/450a149c235b/140120260403598417.pdf,2026-04-21,,月次売上高,xj-storage\.jp.*\.pdf,scrape_links,v2
6083,ＥＲＩホールディングス,False,active,https://www.h-eri.co.jp/ir/finance/genjyo.html,月次PDFリンク2件検出 best=https://www.h-eri.co.jp/ir/data/getuji_2025K.pdf,2026-04-21,,,.*\.(pdf),scrape_links,v2
6146,ディスコ,False,active,https://www.disco.co.jp/jp/ir/news/topics/index.html,四半期開示（売上高・出荷額速報値）を月次として収集。3/6/9/12月末。ニュース一覧→各ページのpdfjs viewer URLからPDF取得。,2026-03-16T19:31:09+09:00,,速報,,disco_quarterly,v2
6181,タメニー,True,excluded,https://tameny.jp/ir/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
6191,(株)エアトリ,False,excluded,https://www.airtrip.co.jp/en,月次ページ発見（サブページ）: https://www.airtrip.co.jp/en,2026-03-17T19:49:13.891696+09:00,,,,scrape_links,v2
6195,ホープ,True,excluded,https://www.zaigenkakuho.com/ir/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
6197,ソラスト,True,excluded,http://www.solasto.co.jp/ir/library/kpi/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
6200,インソース,False,active,http://www.insource.co.jp/ir/insmthdata.html,月次PDFリンク1件検出 best=http://www.insource.co.jp/resource/pdf/ir/26040101.pdf,2026-04-21,,,/resource.*\.(pdf|xlsx),scrape_links,v2
6264,マルマエ,False,excluded,https://www.marumae.com/ir.html,eIRシステム（動的ロード）。URL: https://www.marumae.com/ir.html,2026-03-16T19:13:46+09:00,,,,eir_api,v2
6301,コマツ,True,no_links_confirmed,https://www.komatsu.jp/ja,no_links_confirmed,2026-04-21,,,,,v2
6412,平和,True,no_links_confirmed,http://www.heiwanet.co.jp/ir/sales/,月次ページリンク 2 件検出、サブページ踏み込み後にDLリンク無し（best=https://shikiho.toyokeizai.net/news/search/category?query=%E6%9C%88%E6%AC%A1%E5%A0%B1%E5%91%8A%E6%9B%B8%E9%80%9F%E5%A0%B1）,2026-04-21,,,,,v2
6425,ユニバーサルエンターテインメント,False,excluded,https://www.universal-777.co.jp/ir/,eIRシステム検出。コード=6425,2026-03-16,,,,eir_api,v2
6522,(株)アスタリスク,False,active,https://www.asx.co.jp/ir/monthly/,自動生成。ページ: https://www.asx.co.jp/ir/monthly/ / リンク14件検出,2026-03-16,,月次,/contents/ircontents/monthly/pdf.*\.(pdf),scrape_links,v2
6535,アイモバイル,True,skip,,アイモバイル,2026-03-16T19:20:37+09:00,,,,skip,v2
6537,ＷＡＳＨハウス,False,active,https://corporate.wash-house.jp/ir/achievement.php,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,,html_table,v2
6547,(株)グリーンズ,False,active,https://kk-greens.jp/ir/,eIRシステム（動的ロード）。URL: https://kk-greens.jp/ir/,2026-03-16T19:13:46+09:00,,,,eir_api,v2
6571,キュービーネットホールディングス,False,active,https://www.qbnet.jp/ir/library/monthly/,ダウンロードリンクなし(no_links)。URL: http://www.qbnet.jp/ir/library/monthly/,2026-03-24,,,.*\.(pdf|xlsx|xls),scrape_links,v2
6580,(株)ライトアップ,True,excluded,https://www.writeup.jp/ir/monthly/,管理対象外: 月次開示停止中（2024-04 以降 2 年以上更新なし）。論理削除（2026-04-19）,2026-04-19,,月次|売上|契約|ユーザー,.*\.(pdf|xlsx|xls),scrape_links,v2
6627,テラプローブ,False,active,http://www.teraprobe.com/ir/monthly/,月次PDFリンク12件検出 best=https://www.teraprobe.com/cwp/wp-content/uploads/20260415_monthlysales2603.pdf,2026-04-21,,\d{4},/cwp/wp\-content/uploads.*\.(pdf),scrape_links,v2
6752,パナソニック ホールディングス,True,excluded,https://holdings.panasonic/jp/corporate/ir/data/monthly.html,管理対象外: ホームズ受注速報のみで超大企業事業の一部。追跡意義なし（2026-04-18 論理削除）,2026-04-18,,,.*\.(pdf|xlsx|xls),,v2
6844,新電元工業,True,no_links_confirmed,https://www.shindengen.co.jp/ir/,月次ページリンク 3 件検出、サブページ踏み込み後にDLリンク無し（best=https://shikiho.toyokeizai.net/news/search/category?query=%E6%9C%88%E6%AC%A1%E5%A0%B1%E5%91%8A%E6%9B%B8%E9%80%9F%E5%A0%B1）,2026-04-21,,,.*\.(pdf),,v2
7066,ピアズ,True,excluded,https://peers.jp/ir,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
7088,フォーラムエンジニアリング,True,excluded,https://tenshoku.mynavi.jp/jobinfo-98383-1-672-1/,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,.*\.(pdf|xlsx|xls),html_table,v2
7091,リビングプラットフォーム,False,active,http://www.living-platform.com/ir/library/,リビングプラットフォーム月次。ltp=None,2026-03-24,,,/xcontents/AS08887.*\.pdf|.*monthly.*\.pdf,scrape_links,v2
7157,ライフネット生命保険,False,active,https://ir.lifenet-seimei.co.jp/ja/ir/financial/monthly.html,自動生成。ページ: https://ir.lifenet-seimei.co.jp/ja/ir/financial/monthly.html / リンク24件検出,2026-03-16,,,/ja.*\.(pdf),scrape_links,v2
7162,アストマックス,True,no_links_confirmed,https://www.astmax.co.jp/ir/,月次ページリンク 3 件検出、サブページ踏み込み後にDLリンク無し（best=https://shikiho.toyokeizai.net/news/search/category?query=%E6%9C%88%E6%AC%A1%E5%A0%B1%E5%91%8A%E6%9B%B8%E9%80%9F%E5%A0%B1）,2026-04-21,,発電状況,xj-storage\.jp.*\.pdf|eir-parts\.net.*\.pdf,,v2
7175,今村証券,True,skip,,今村証券,2026-03-16T19:20:37+09:00,,,,skip,v2
7177,GMOフィナンシャルホールディングス,False,active,https://www.gmofh.com/ir/monthly_report.html,月次PDFリンク2件検出 best=https://www.gmofh.com/ir/monthlyreport/monthlyreport.xlsx,2026-04-21,,,/ir/monthlyreport/monthlyreport\.xlsx,scrape_links,v2
7198,,True,excluded,,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
7201,日産自動車,True,url_not_found,,ダウンロードリンクなし(no_links)。URL: https://support.google.com/websearch,2026-03-16,,,,unknown,v2
7202,いすゞ自動車,False,active,https://www.isuzu-global.com/ja/investor/financial/shipments.html,isuzu-global.com/ja/investor/financial/shipments.html の月次 PDF (ja{6桁}.pdf) で DL 可。手動更新 (2026-04-24),2026-04-24,,,ja\d{6}\.pdf,scrape_links,v2
7203,トヨタ自動車,True,no_links_confirmed,https://global.toyota/jp/ir/library/monthly-sales/,月次ページリンク 2 件検出、サブページ踏み込み後にDLリンク無し（best=https://mainichi.jp/wsj-monthly/）,2026-04-21,,,.*\.(pdf|xlsx|xls),,v2
7205,日野自動車,False,active,https://www.hino.co.jp/corp/for_investors/,自動生成。ページ: https://www.hino.co.jp/corp/for_investors/ / リンク5件検出,2026-03-16,,,/corp/for_investors.*\.(pdf),scrape_links,v2
7211,三菱自動車工業,False,excluded,https://www.mitsubishi-motors.com/jp/investors/finance_result/result.html,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,/jp.*\.(pdf|xlsx),html_table,v2
7261,マツダ,True,skip,https://www.mazda.co.jp/,ddg_search: 2026年月期12月度月次売上状況単体のお知らせ,2026-04-05T14:21:39.617629+09:00,,,,,v2
7267,ホンダ,False,active,https://www.joyfulhonda.co.jp/ja/ir/finance/monthly.html,月次ページ発見（サブページ）: https://www.joyfulhonda.co.jp/ja/ir/finance/monthly.html,2026-03-16,,,,scrape_links,v2
7269,スズキ,True,no_links_confirmed,http://www.suzuki.co.jp/,月次ページリンク 1 件検出、サブページ踏み込み後にDLリンク無し（best=https://www.konami.com/sportsclub/riyo/monthly_plan.html）,2026-04-21,,,,,v2
7270,ＳＵＢＡＲＵ,False,active,https://www.subaru.co.jp/ir/finance/performance.html,自動生成。ページ: https://www.subaru.co.jp/ir/finance/performance.html / リンク14件検出,2026-03-16,,,/ir/finance/pdf/performance.*\.(pdf|xls),scrape_links,v2
7326,SBIインシュアランスグループ,True,eir_spa,,保険持株会社。eIRシステム使用。月次速報開示なし。四半期・年次開示のみ。ir_url.jsonにmonthly_page_urlなし（source=no_hp_url）。,2026-03-15,,,,,v1
7345,アイ・パートナーズフィナンシャル,True,tdnet_migrated,https://www.aipf.co.jp/,TDnet 経由に移行 (2026-04-20): monthly/docs のスクレイプ結果は TDnet 書式だったため、non-tdnet 登録を解除,2026-04-20,,,,scrape_links,v2
7359,東京通信グループ,True,skip,https://www.tokyo-tsushin.com/ir/library/,ddg_search: 東京通信グループ、24年10月月次業績は売上高16.3％増の5億3700万円,2026-04-05T14:21:39.753040+09:00,,,,,v2
7372,デコルテ・ホールディングス,True,excluded,https://ir.decollte.co.jp/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
7378,アシロ,True,excluded,https://asiro.co.jp/investor/monthly/#top,[excluded] BC月次データ 2024-05 以降停止（管理対象外判断 2026-04-17） (2026-04-17) | 旧note: アシロ月次。fl=False（PDF-lhpミス修正）,2026-04-20,,,.*\.(pdf|xlsx|xls),scrape_links,v2
7412,アトム,False,active,http://www.atom-corp.co.jp/ir/monthlysale.php,月次ページ発見（サブページ）: http://www.atom-corp.co.jp/,2026-04-12,,,/ir.*\.(pdf),scrape_links,v2
7416,はるやまホールディングス,False,active,http://www.haruyama.co.jp/ir/ir_monthly_data.php,月次ページ発見（サブページ）: http://www.haruyama.co.jp/,2026-04-12,,,.*\.(pdf|xlsx|xls),scrape_links,v2
7421,カッパ・クリエイト,False,active,http://www.kappa-create.co.jp/ir/monthly/,月次PDFリンク1件検出 best=http://www.kappa-create.co.jp/company/governance.pdf,2026-04-21,,,/company/governance\.pdf,scrape_links,v2
7453,良品計画,False,active,https://ryohin-keikaku.jp/ir/,eIRシステム検出。コード=7453,2026-04-21,,,.*\.(pdf|xlsx|xls),eir_api,v2
7455,パリミキホールディングス,True,excluded,https://www.paris-miki.com/hd/investor/finance_and_performance/monthly_sales_index.html,HTML表型。table_selector要調整,2026-04-21,,月次,.*\.(pdf|xlsx|xls),html_table,v2
7475,アルビス,False,active,http://www.albis.co.jp/ir/monthly.html,アルビス月次。ltp=None,2026-03-24,,,/ir/img/monthly.*\.(pdf),scrape_links,v2
7494,コナカ,False,active,https://shikiho.toyokeizai.net/news/0/940762,月次PDFリンク1件検出 best=https://www.rentracks.co.jp/ir/library/pdf/21th/2026_03_03_monthly.pdf,2026-04-21,,,/ir/assets/2026/02.*\.(pdf),scrape_links,v2
7502,プラザホールディングス,True,excluded,https://www.plazacreate.co.jp/ir/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
7506,ハウス　オブ　ローゼ,False,active,https://www.houseofrose.jp/ir/data/irshiryo/,eIRシステム（動的ロード）。URL: https://www.houseofrose.jp/ir/data/irshiryo/,2026-03-16T20:26:36+09:00,,月次|売上,.*\.(pdf|xlsx|xls),scrape_links,v2
7512,イオン北海道,False,active,https://www.aeon-hokkaido.jp/corporation/month/,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,corporation/month/.*\.(pdf)|.*aeon-hokkaido.*\.(pdf),html_table,v2
7513,(株)コジマ,False,active,https://www.kojima.net/corporation/ir/bulletin.html,自動生成。ページ: https://www.kojima.net/corporation/ir/bulletin.html / リンク15件検出,2026-03-16,,,/corporation/ir/pdf.*\.(pdf),scrape_links,v2
7514,ヒマラヤ,False,active,https://www.hmry.jp/ir/library/monthly/,月次PDFリンク2件検出 best=https://www.hmry.jp/wp-content/uploads/2025/05/カスタマーハラスメントに対する基本方針.pdf,2026-04-21,,,,scrape_links,v2
7516,コーナン商事,False,active,http://www.hc-kohnan.com/ir/monthly/,自動生成。ページ: http://www.hc-kohnan.com/ir/monthly/ / リンク5件検出,2026-03-16,,\d{4},/files/corporate/ir/monthly\-report.*\.(pdf),scrape_links,v2
7522,ワタミ,False,active,http://www.watami.co.jp/ir/monthly.html,月次PDFリンク1件検出 best=http://www.watami.co.jp/csr/report/pdf/2024/environmental_report_2024.pdf,2026-04-21,,,/csr/report/pdf/2024/environmental_report_2024\.pdf,scrape_links,v2
7544,スリーエフ,True,no_links_confirmed,"https://www.kanaloco.jp/news/economy/entry-11268.html#:~:text=%E3%82%B3%E3%83%B3%E3%83%93%E3%83%8B%E3%82%A8%E3%83%B3%E3%82%B9%E3%82%B9%E3%83%88%E3%82%A2%E4%B8%AD%E5%A0%85%E3%81%AE%E3%82%B9%E3%83%AA%E3%83%BC%E3%82%A8%E3%83%95,%E3%83%AD%E3%83%BC%E3%82%BD%E3%83%B3%E3%81%A8%E5%85%B1%E5%90%8C%E9%81%8B%E5%96%B6%E3%81%99%E3%82%8B%E3%80%82",no_links_confirmed,2026-04-21,,,,,v2
7545,西松屋チェーン,False,active,http://www.24028.jp/ir/library/,自動生成。ページ: http://www.24028.jp/ir/library/ / リンク144件検出,2026-03-16,,\d{4},/ir/wp\-content/uploads/sites/3.*\.(pdf),scrape_links,v2
7550,ゼンショーホールディングス,False,active,https://www.zensho.co.jp/jp/ir/finance/monthly/,月次PDFリンク2件検出 best=http://www.zensho.co.jp/jp/company/news/resource/pdf/20260407news.pdf,2026-04-21,,売上,/jp/ir/resource/csv/J\.Monthly\.26\.2\.csv,scrape_links,v2
7554,幸楽苑,False,active,https://hd.kourakuen.co.jp/ir/,自動生成。ページ: https://hd.kourakuen.co.jp/ir/ / リンク20件検出,2026-03-16,,,/storage.*\.(pdf),scrape_links,v2
7561,ハークスレイ,False,active,https://www.hurxley.co.jp/ir_information/month/,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,.*\.(pdf|xlsx|xls),html_table,v2
7562,安楽亭,False,active,https://www.anrakutei.co.jp/ir.html,自動生成。ページ: https://www.anrakutei.co.jp/ir.html / リンク197件検出,2026-03-16,,,/ir.*\.(pdf),scrape_links,v2
7581,サイゼリヤ,False,active,https://www.saizeriya.co.jp/corporate/investor/ir/monthly-sales-report/,自動生成。ページ: https://www.saizeriya.co.jp/corporate/investor/ir/monthly-sales-report/ / リンク20件検出,2026-03-16,,,/files.*\.(pdf),scrape_links,v2
7596,魚力,False,active,http://www.uoriki.co.jp/ir/library/monthly.html,eIRシステム（動的ロード）。URL: http://www.uoriki.co.jp/ir/library/monthly.html,2026-03-16T20:32:34+09:00,,,,eir_api,v2
7599,ＩＤＯＭ,True,excluded,https://idom-inc.com/ir/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
7601,ポプラ,False,active,http://www.poplar-cvs.co.jp/ir/monthly/,月次PDFリンク8件検出 best=http://www.poplar-cvs.co.jp/ir/pdf/index/2026/51-tanshin.pdf,2026-04-21,,"\d{4}年\d{1,2}月度\s*月次業績のご報告",/ir/pdf/index/\d{4}/.*\.pdf,scrape_links,v2
7603,ジーイエット,False,active,https://gyet.co.jp/ir/ir-news/,自動生成。ページ: https://gyet.co.jp/ir/ir-news/ / リンク10件検出,2026-03-16,,,/wp/wp\-content/uploads/2026.*\.(pdf),scrape_links,v2
7604,梅の花グループ,False,active,https://www.umenohana.co.jp/ir/monthly/,月次PDFリンク1件検出 best=https://d2t9fdkhmis4do.cloudfront.net/images/app/public/group-information-pdfs/01KN3MWVSBZWJSW9NV23CBHS0A.pdf,2026-04-21,,月次,.*\.(pdf|xlsx|xls),scrape_links,v2
7611,ハイデイ日高,True,tdnet_migrated,https://www.hiday.co.jp/investor/monthly/index.html,TDnet 経由に移行 (2026-04-24): 自社 IR 月次ページ不在のため,2026-04-24,,,.*\.(pdf|xlsx|xls),,v2
7612,コロワイド,False,active,https://www.colowide.co.jp/ir/sale/,eIRシステム。コード=7616,2026-03-16,,,,eir_api,v2
7615,京都きもの友禅ホールディングス,True,excluded,https://www.kyotokimonoyuzenholdings.co.jp/ir/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
7616,コロワイド,False,active,https://www.colowide.co.jp/ir/sale/,eIRシステム（動的ロード）。URL: https://www.colowide.co.jp/ir/sale/,2026-03-16T19:13:46+09:00,,,,eir_api,v2
7618,,True,excluded,,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
7621,うかい,False,active,http://www.ukai.co.jp/ir/monthly/,月次ページ発見（サブページ）: http://www.ukai.co.jp/,2026-04-12,,,.*\.(pdf|xlsx|xls),scrape_links,v2
7630,(株)壱番屋,False,active,https://www.ichibanya.co.jp/comp/ir/finance/monthly/,eIRシステム（動的ロード）。URL: https://www.ichibanya.co.jp/comp/ir/finance/monthly/,2026-03-16T19:13:46+09:00,,月次,.*\.(pdf|xlsx|xls),scrape_links,v2
7636,ハンズマン,False,active,http://www.handsman.co.jp/ir/sales/,自動生成。ページ: http://www.handsman.co.jp/ir/sales/ / リンク62件検出,2026-03-16,,売上,/wp\-content/uploads.*\.(pdf),scrape_links,v2
7643,ダイイチ,False,active,http://www.daiichi-d.co.jp/ir/monthly/,月次PDFリンク1件検出 best=https://www.daiichi-d.co.jp/sys/wp-content/uploads/7643_getuji-7.pdf,2026-04-21,,PDFファイル\(\d+KB\),/sys/wp-content/uploads/7643_getuji-\d+\.pdf,scrape_links,v2
7646,ＰＬＡＮＴ,False,active,http://www.plant-co.jp/ir/monthly/,自動生成。ページ: http://www.plant-co.jp/ir/monthly/ / リンク20件検出,2026-03-16,,\d{4},/corp/pdf.*\.(pdf),scrape_links,v2
7678,あさくま,True,tdnet_migrated,"https://diamond.jp/zai/articles/-/1066028#:~:text=%E3%81%82%E3%81%95%E3%81%8F%E3%81%BE%E3%81%AE%E6%A0%AA%E4%B8%BB%E5%84%AA%E5%BE%85%E3%81%AF,%E3%82%92%E8%B4%88%E5%91%88%EF%BC%89%E3%80%8D%E3%81%A8%E3%81%84%E3%81%86%E3%82%82%E3%81%AE%E3%80%82",TDnet 経由に移行 (2026-04-24): 自社 IR 月次ページ不在のため,2026-04-24,,,,html_table,v2
7682,浜木綿,False,active,https://ir.hamayuu.co.jp/ja/ir.html,月次PDFリンク4件検出 best=https://ir.hamayuu.co.jp/ja/ir/news/news6871234924145421985/main/0/link/pdffile.pdf,2026-04-21,,,.*\.(pdf),scrape_links,v2
7805,プリントネット,True,excluded,https://odahara.jp/,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
8008,４℃ホールディングス,False,active,https://yondoshi.co.jp/ir/library#月次情報,自動生成。ページ: https://yondoshi.co.jp/ir/library#月次情報 / リンク173件検出,2026-03-16,,,/tenants/2641/item_files/assets/000.*\.(pdf),scrape_links,v2
8011,三陽商会,False,active,http://www.sanyo-shokai.co.jp/ir/library/monthly/,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,.*\.(pdf),html_table,v2
8028,ファミリーマート,False,active,https://www.family.co.jp/company/familymart/monthly_sales/flash.html,月次PDFリンク1件検出 best=https://www.family.co.jp/content/dam/family/company/familymart/monthly_sales/getsuji_202603_japanese.pdf,2026-04-21,,,,scrape_links,v2
8029,ルックホールディングス,False,active,http://www.look-holdings.jp/irinfo/monthly/,自動生成。ページ: http://www.look-holdings.jp/irinfo/monthly/ / リンク26件検出,2026-03-16,,,/irinfo/monthly/pdf.*\.(pdf),scrape_links,v2
8040,東京ソワール,False,active,http://www.soir.co.jp/ir/monthly/,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,/ir/monthly.*\.(pdf),html_table,v2
8153,モスフードサービス,False,active,https://www.mos.co.jp/company/ir/library/monthly_info/,eIRシステム検出。コード=8153,2026-04-12,,,.*\.(pdf|xlsx|xls),eir_api,v2
8160,木曽路,False,active,http://www.kisoji.co.jp/ir/monthly.html,月次PDFリンク2件検出 best=https://www.kisoji.co.jp/themes/kisoji/assets/doc/policy_multistakeholder.pdf,2026-04-21,,,.*\.(pdf|xlsx|xls),scrape_links,v2
8163,ＳＲＳホールディングス,False,active,https://srs-holdings.co.jp/ir/library/monthly/,月次ページ発見（サブページ）: https://srs-holdings.co.jp/,2026-04-12,,,.*\.(pdf|xlsx|xls),scrape_links,v2
8165,千趣会,False,active,http://www.senshukai.co.jp/ir/monthly.html,URL自体が月次ページだがコンテンツ未検出（JS遅延/SPA疑い）。要手動確認,2026-04-21,,,,html_table,v2
8167,(株)リテールパートナーズ,False,active,http://www.retailpartners.co.jp/ir/monthly.html,eIRシステム（動的ロード）。URL: http://www.retailpartners.co.jp/ir/monthly.html,2026-03-16T20:26:36+09:00,,月次,.*\.(pdf|xlsx|xls),scrape_links,v2
8173,上新電機,False,active,http://www.joshin.co.jp/ja/ir/library/sales_report.html,月次売上速報PDF。JSレンダリング必要。link text=月次売上速報、href=Joshin Monthly。,2026-03-17,,月次売上速報,/ir/library/sales_report/.*|Joshin_Monthly.*\.pdf,scrape_links,v2
8174,日本瓦斯,False,active,http://www.nichigas.co.jp/ir/library/monthly/,eIRシステム検出。コード=8174,2026-04-21,,,.*\.(pdf),eir_api,v2
8179,ロイヤルホールディングス,False,active,http://www.royal-holdings.co.jp/ir/finance/sales/,HTML表に月次データ検出。table_selector要調整,2026-04-21,,\d{4},/assets/pdf/ir/stockholder/mtmplan_2025\.pdf,html_table,v2
8182,,True,excluded,,物理削除済み・論理削除扱い（BC突合保持）,2026-04-11,,,,,v2
8185,チヨダ,False,active,https://www.chiyodagrp.co.jp/ir/sales.html,Static PDF links found at https://www.chiyodagrp.co.jp/ir/sales.html (original URL /ir/monthly/ returns 404; correct page is /ir/sales.html). Pattern: /ir/data/YYYYMM_getsuji_soku.pdf (速報) and /ir/data/YYYYMM_getsuji_kaku.pdf (確報). Base URL: https://www.chiyodagrp.co.jp,2026-03-16,,"\d{4}年\d{1,2}月度",/ir/data/\d{6}_getsuji_(soku|kaku)\.pdf,scrape_links,v2
8194,(株)ライフコーポレーション,True,excluded,"https://www.ryutsuu.biz/sales/s021312.html#:~:text=%E3%83%A9%E3%82%A4%E3%83%95%E3%82%B3%E3%83%BC%E3%83%9D%E3%83%AC%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%EF%BC%882025%E5%B9%B42,3.6%EF%BC%85%E5%A2%97%EF%BC%89%E3%81%A0%E3%81%A3%E3%81%9F%E3%80%82&text=%E6%97%A2%E5%AD%98%E5%BA%97%E5%A3%B2%E4%B8%8A%E9%AB%98%E3%81%AF,%E5%A2%97%E3%81%A8%E3%81%AA%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B%E3%80%82",月次ページ発見（サブページ）: https://www.ryutsuu.biz/sales,2026-04-12,,,.*\.pdf,scrape_links,v2
8198,マックスバリュ東海,False,active,https://www.mv-tokai.co.jp/ir/,eIRシステム検出。コード=8198,2026-04-21,,月次,,eir_api,v2
8207,テンアライド,False,active,http://www.teng.co.jp/ir/ir.html,自動生成。ページ: http://www.teng.co.jp/ir/ir.html / リンク10件検出,2026-03-16,,PDF,/ir.*\.(pdf),scrape_links,v2
8209,フレンドリー,False,active,https://www.friendly-co.com/ir/monthly_data.html,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,,html_table,v2
8214,ＡＯＫＩホールディングス,False,active,https://ir.aoki-hd.co.jp/ja/ir/finance/monthlyreport.html,サブページ踏み込み28件検出 best=https://ir.aoki-hd.co.jp/ja/ir/finance/monthlyreport/fashion/main/02/teaserItems1/0/linkList/010/link/2403_Fashion_uriage_jp.pdf,2026-04-21,,,.*\.(pdf|xlsx|xls),scrape_links,v2
8217,(株)オークワ,False,active,https://www.okuwa.net/ir/monthly/,HTML表に月次データ検出。table_selector要調整,2026-04-21,,,/ir/monthly/.*\.(pdf),html_table,v2
8218,(株)コメリ,False,active,http://www.komeri.bit.or.jp/ir/monthlytrend/,コメリ月次。ltp=None,2026-03-24,,,/ir/monthlytrend.*\.(pdf),scrape_links,v2
