TICKER,COMPANY_NAME,DISCLOSURE_TYPE,IR_URL,NOTES,UPDATED_AT
7561,ハークスレイ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7562,安楽亭,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7581,サイゼリヤ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7596,魚力,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7599,ＩＤＯＭ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7603,ジーイエット,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7604,梅の花グループ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7605,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
7611,ハイデイ日高,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7615,京都きもの友禅ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7616,コロワイド,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7621,うかい,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7636,ハンズマン,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7643,ダイイチ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7646,ＰＬＡＮＴ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7678,あさくま,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7682,浜木綿,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
7805,プリントネット,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8011,三陽商会,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8029,ルックホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8040,東京ソワール,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8153,モスフードサービス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8163,ＳＲＳホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8165,千趣会,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8173,上新電機,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8174,日本瓦斯,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8179,ロイヤルホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8198,マックスバリュ東海,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8207,テンアライド,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8209,フレンドリー,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8214,ＡＯＫＩホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8227,しまむら,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8230,はせがわ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8233,高島屋,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8237,松屋,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8242,エイチ・ツー・オー　リテイリング,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8244,近鉄百貨店,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8252,丸井グループ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8253,クレディセゾン,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8254,さいか屋,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8267,イオン,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8278,フジ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8281,ゼビオホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8282,ケーズホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8289,Ｏｌｙｍｐｉｃグループ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8306,三菱ＵＦＪフィナンシャル・グループ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8316,三井住友フィナンシャルグループ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8508,Ｊトラスト,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8511,日本証券金融,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8515,アイフル,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8566,リコーリース,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8570,イオンフィナンシャルサービス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8572,アコム,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8604,野村ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8630,ＳＯＭＰＯホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8698,マネックスグループ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8704,トレイダーズホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8766,東京海上ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8798,アドバンスクリエイト,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8801,三井不動産,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
8848,レオパレス２１,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9001,東武鉄道,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9003,相鉄ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9005,東急,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9006,京浜急行電鉄,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9008,京王電鉄,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9009,京成電鉄,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9020,東日本旅客鉄道,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9021,西日本旅客鉄道,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9024,西武ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9031,西日本鉄道,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9041,近鉄グループホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9042,阪急阪神ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9044,南海電気鉄道,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9045,京阪ホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9048,名古屋鉄道,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9064,ヤマトホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9076,セイノーホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9142,九州旅客鉄道,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9143,ＳＧホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9163,ナレルグループ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9166,ＧＥＮＤＡ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9201,日本航空,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9202,ＡＮＡホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9204,スカイマーク,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9206,スターフライヤー,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9223,ＡＳＮＯＶＡ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9259,タカヨシホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9275,,c,,処理不要（日経HP URL未取得・上場廃止等の可能性）,2026-03-14
9279,ギフトホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9327,イー・ロジット,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9513,電源開発,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9517,イーレックス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9543,静岡ガス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9603,エイチ・アイ・エス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9605,東映,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9616,共立メンテナンス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9627,アインホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9706,日本空港ビルデング,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9726,ＫＮＴ－ＣＴホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9828,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9830,トラスコ中山,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9831,ヤマダホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9842,アークランズ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9843,ニトリホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9850,グルメ杵屋,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9854,愛眼,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9876,コックス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9878,セキド,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9887,松屋フーズホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9900,サガミホールディングス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9948,アークス,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9962,ミスミグループ本社,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9974,ベルク,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9989,サンドラッグ,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
9994,やまや,c,,buffett-code掲載・TDnet月次未カバー・独自IR開示候補,2026-03-14
