supplier_code,supplier_name,customer_code,customer_name,revenue_pct,source_year,matched_stock_name,match_score,source,relationship
9110,ＮＳユナイテッド海運株式会社,5401,日本製鉄㈱,48.9,2025,日本製鉄,100,edinet_yuho_2025,
9227,マイクロ波化学株式会社,NONLISTED,㈱MiRESSO,11.6,2025,非上場,0,edinet_yuho_2025,
9227,マイクロ波化学株式会社,7912,大日本印刷㈱,11.1,2025,大日本印刷,100,edinet_yuho_2025,
9248,人・夢・技術グループ株式会社,GOV_MLIT,国土交通省,33.1,2025,GOV_MLIT,100,edinet_yuho_2025,
9248,人・夢・技術グループ株式会社,GOV_MOD,防衛省,11.1,2025,GOV_MOD,100,edinet_yuho_2025,
9252,株式会社ラストワンマイル,2588,プレミアムウォーター株式会社,10.5,2025,プレミアムウォーターホールディングス,100,edinet_yuho_2025,
9311,アサガミ株式会社,NONLISTED,日本郵便株式会社,10.1,2025,親6178日本郵政は上場,0,edinet_yuho_2025,
9342,株式会社スマサポ,NONLISTED,株式会社ストエネ,26.8,2025,非上場,0,edinet_yuho_2025,
9342,株式会社スマサポ,NONLISTED,株式会社アライアンステクノロジー,21.9,2025,非上場,0,edinet_yuho_2025,
9424,日本通信株式会社,NONLISTED,H.I.S.Mobile株式会社,14.8,2025,HIS(9603)子会社・非上場,0,edinet_yuho_2025,
9563,Atlas Technologies株式会社,2224,株式会社NTTドコモ,60.1,2025,コモ,90,edinet_yuho_2025,
9563,Atlas Technologies株式会社,8515,アイフル株式会社,13.2,2025,アイフル,100,edinet_yuho_2025,
9697,株式会社カプコン,PRIVATE_FOREIGN,Valve Corporation,31.1,2025,Valve (非上場),100,edinet_yuho_2025,
9698,株式会社クレオ,6436,アマノ株式会社,14.3,2025,アマノ,100,edinet_yuho_2025,
9698,株式会社クレオ,6702,富士通株式会社,13.3,2025,富士通,100,edinet_yuho_2025,
9763,丸紅建材リース株式会社,1820,西松建設株式会社,11.9,2025,西松建設,100,edinet_yuho_2025,
NVDA,NVIDIA,4062,イビデン,0,2025,イビデン,100,llm_web_survey,AIチップ向けパッケージ基板を独占的供給
NVDA,NVIDIA,4004,レゾナック,0,2025,レゾナック,100,llm_web_survey,半導体後工程材料(ボンディングワイヤ・モールド樹脂・基板材料)
NVDA,NVIDIA,6315,TOWA,0,2025,TOWA,100,llm_web_survey,半導体モールディング装置(コンプレッション)
NVDA,NVIDIA,6857,アドバンテスト,0,2025,アドバンテスト,100,llm_web_survey,GPU/HBMテスト装置(ほぼ独占)
NVDA,NVIDIA,5803,フジクラ,0,2025,フジクラ,100,llm_web_survey,光通信ケーブル・データセンター光配線
NVDA,NVIDIA,5801,古河電工,0,2025,古河電工,100,llm_web_survey,光ファイバー・データセンター接続
NVDA,NVIDIA,6597,HPCシステムズ,0,2025,HPCシステムズ,100,llm_web_survey,NVIDIA GPU搭載システム開発・販売(エリートパートナー)
NVDA,NVIDIA,5885,ジーデップ・アドバンス,0,2025,ジーデップ・アドバンス,100,llm_web_survey,AI・画像処理システム(クラウドパートナー)
TSM,TSMC,8035,東京エレクトロン,0,2025,東京エレクトロン,100,llm_web_survey,前工程製造装置(コータ/デベロッパ・エッチャー)
TSM,TSMC,7735,SCREENホールディングス,0,2025,SCREENホールディングス,100,llm_web_survey,洗浄装置
TSM,TSMC,6146,ディスコ,0,2025,ディスコ,100,llm_web_survey,ダイシング・研削装置(TSMC表彰受賞)
TSM,TSMC,6920,レーザーテック,0,2025,レーザーテック,100,llm_web_survey,EUVマスク検査装置(独占)
TSM,TSMC,4063,信越化学,0,2025,信越化学工業,100,llm_web_survey,シリコンウエハ・フォトレジスト(世界トップ・TSMC表彰)
TSM,TSMC,3436,SUMCO,0,2025,SUMCO,100,llm_web_survey,シリコンウエハ
TSM,TSMC,4186,東京応化工業,0,2025,東京応化工業,100,llm_web_survey,フォトレジスト
TSM,TSMC,7741,HOYA,0,2025,HOYA,100,llm_web_survey,マスクブランクス
TSM,TSMC,5201,AGC,0,2025,AGC,100,llm_web_survey,EUVマスクブランクス
TSM,TSMC,6266,タツモ,0,2025,タツモ,100,llm_web_survey,塗布装置(TSMC向け)
TSM,TSMC,4971,メック,0,2025,メック,100,llm_web_survey,基板表面処理薬品(TSMC向け)
TSM,TSMC,6383,ダイフク,0,2025,ダイフク,100,llm_web_survey,クリーンルーム搬送装置(TSMC熊本工場向け・世界トップ)
AMD,AMD,6857,アドバンテスト,0,2025,アドバンテスト,100,llm_web_survey,テスト装置
AMD,AMD,4062,イビデン,0,2025,イビデン,100,llm_web_survey,パッケージ基板
MU,Micron,8035,東京エレクトロン,0,2025,東京エレクトロン,100,llm_web_survey,DRAM/NAND製造装置
MU,Micron,3436,SUMCO,0,2025,SUMCO,100,llm_web_survey,シリコンウエハ
MU,Micron,6857,アドバンテスト,0,2025,アドバンテスト,100,llm_web_survey,メモリテスト
005930.KS,Samsung,8035,東京エレクトロン,0,2025,東京エレクトロン,100,llm_web_survey,製造装置
005930.KS,Samsung,4063,信越化学,0,2025,信越化学工業,100,llm_web_survey,ウエハ・レジスト
005930.KS,Samsung,6146,ディスコ,0,2025,ディスコ,100,llm_web_survey,ダイシング装置
WDC,Western Digital,285A,キオクシアHD,0,2025,キオクシアホールディングス,100,llm_web_survey,NAND合弁パートナー(旧東芝メモリ)
7203,トヨタ,6902,デンソー,50,2025,デンソー,100,llm_web_survey,熱・電装・パワトレ(売上50%超)
7203,トヨタ,7259,アイシン,0,2025,アイシン,100,llm_web_survey,AT/ドライブトレイン
7203,トヨタ,6201,豊田自動織機,0,2025,豊田自動織機,100,llm_web_survey,フォークリフト+車両組立受託
7203,トヨタ,7282,豊田合成,0,2025,豊田合成,100,llm_web_survey,エアバッグ・ゴム部品
7203,トヨタ,7276,小糸製作所,0,2025,小糸製作所,100,llm_web_survey,自動車ランプ
7203,トヨタ,3116,トヨタ紡織,0,2025,トヨタ紡織,100,llm_web_survey,内装・シート
7203,トヨタ,6473,ジェイテクト,0,2025,ジェイテクト,100,llm_web_survey,ステアリング・ベアリング
7203,トヨタ,6995,東海理化,0,2025,東海理化電機製作所,100,llm_web_survey,スイッチ・セキュリティ部品
7203,トヨタ,7283,愛三工業,0,2025,愛三工業,100,llm_web_survey,燃料系部品
7203,トヨタ,7241,フタバ産業,0,2025,フタバ産業,100,llm_web_survey,マフラー・プレス部品
7203,トヨタ,6470,大豊工業,0,2025,大豊工業,100,llm_web_survey,軸受・エンジンメタル
7203,トヨタ,5482,愛知製鋼,0,2025,愛知製鋼,100,llm_web_survey,特殊鋼・鍛造品
7267,ホンダ,7220,武蔵精密工業,0,2025,武蔵精密工業,100,llm_web_survey,パワートレイン部品
7267,ホンダ,5970,ジーテクト,0,2025,ジーテクト,100,llm_web_survey,プレス部品
7974,任天堂,6875,メガチップス,50,2025,メガチップス,100,llm_web_survey,カスタムLSI・マスクROM(売上約50%)
7974,任天堂,6804,ホシデン,67,2025,ホシデン,100,llm_web_survey,コネクタ・周辺機器OEM・生産受託(売上約67%)
7974,任天堂,6479,ミネベアミツミ,0,2025,ミネベアミツミ,100,llm_web_survey,モーター・ベアリング・バックライト
7974,任天堂,6658,シライ電子工業,0,2025,シライ電子工業,100,llm_web_survey,電子部品(任天堂が大株主・資本関係)
7974,任天堂,7915,NISSHA,0,2025,NISSHA,100,llm_web_survey,静電容量式タッチパネル
7974,任天堂,6770,アルプスアルパイン,0,2025,アルプスアルパイン,100,llm_web_survey,ジョイコン触覚デバイス
7974,任天堂,6740,ジャパンディスプレイ,0,2025,ジャパンディスプレイ,100,llm_web_survey,本体ディスプレイ
7974,任天堂,6963,ローム,0,2025,ローム,100,llm_web_survey,電源IC・ROM
7974,任天堂,6699,ダイヤモンドエレクトリックHD,0,2025,ダイヤモンドエレクトリックHD,100,llm_web_survey,スイッチング電源
6758,ソニーG,6762,TDK,0,2025,TDK,100,llm_web_survey,イメージセンサー周辺受動部品
6981,村田製作所,6976,太陽誘電,0,2025,太陽誘電,100,llm_web_survey,MLCC競合だが需給連動
1801,大成建設,1969,高砂熱学工業,0,2025,高砂熱学工業,100,llm_web_survey,空調設備サブコン
1812,鹿島建設,1942,関電工,0,2025,関電工,100,llm_web_survey,電気設備サブコン
4062,イビデン,6278,ユニオンツール,0,2025,ユニオンツール,100,llm_web_survey,基板製造→PCBドリル供給元(元ネタ連想ペア・NVIDIA→AI基板繋がり)
4063,信越化学,3436,SUMCO,0,2025,SUMCO,100,llm_web_survey,シリコンウエハ同業(需給連動)
5401,日本製鉄,5352,黒崎播磨,0,2025,黒崎播磨,100,llm_web_survey,製鉄用耐火物
5401,日本製鉄,1515,日鉄鉱業,0,2025,日鉄鉱業,100,llm_web_survey,鉄鉱石・石灰石
4188,三菱ケミカルG,4114,日本触媒,0,2025,日本触媒,100,llm_web_survey,アクリル酸原料供給
4519,中外製薬,4549,栄研化学,0,2025,栄研化学,100,llm_web_survey,検査薬(中外ライセンス品)
4543,テルモ,7747,朝日インテック,0,2025,朝日インテック,100,llm_web_survey,カテーテル用ガイドワイヤー
3382,セブン&iHD,2918,わらべや日洋,95,2025,わらべや日洋HD,100,llm_web_survey,セブン向け弁当・惣菜(売上ほぼ全量)
9983,ファーストリテイリング,3402,東レ,0,2025,東レ,100,llm_web_survey,ヒートテック等機能素材
2702,マクドナルドHD,2292,エスフーズ,0,2025,エスフーズ,100,llm_web_survey,食肉加工供給
